brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,energy_kwh_per_km,frontal_area_m2,drag_coefficient,drag_power_kw,drag_energy_kwh_per_km,drag_loss_percent,mass_kg,roll_force_n,rolling_resistance_kwh_per_km,rolling_resistance_loss_percent,predicted_range_km,predicted_range_adjusted_km,km_per_kwh
Nissan,Ariya 87kWh,160,87.0,Lithium-ion,300.0,169,450,7.6,110.0,CCS,750.0,468.0,5,FWD,JC - Medium,4595,1850,1660,suv,https://ev-database.org/car/1302/Nissan-Ariya-87kWh,0.169,2.61035,0.35,8.74365283203125,0.34974611328125,206.95036288831358,2000.0,235.44,0.0654,38.69822485207101,514.792899408284,148.93534001502795,5.9171597633136095
Nissan,Ariya e-4ORCE 87kWh - 225 kW,200,87.0,Lithium-ion,600.0,190,405,5.7,110.0,CCS,1500.0,415.0,5,AWD,JC - Medium,4595,1850,1660,suv,https://ev-database.org/car/1304/Nissan-Ariya-e-4ORCE-87kWh---225-kW,0.19,2.61035,0.35,8.74365283203125,0.34974611328125,184.0769017269737,2000.0,235.44,0.0654,34.421052631578945,457.89473684210526,143.76693180472523,5.2631578947368425
Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,200,87.0,Lithium-ion,600.0,209,385,5.0,110.0,CCS,1000.0,415.0,5,AWD,JC - Medium,4655,1850,1660,suv,https://ev-database.org/car/3074/Nissan-Ariya-e-4ORCE-87kWh---320-kW-Nismo,0.209,2.61035,0.35,8.74365283203125,0.34974611328125,167.34263793361242,2000.0,235.44,0.0654,31.29186602870814,416.26794258373207,139.39043782973368,4.784688995215311
Nissan,Townstar EV Passenger,132,45.0,Lithium-ion,245.0,158,225,12.6,50.0,CCS,1500.0,819.0,5,FWD,N - Passenger Van,4488,1860,1838,small passenger van,https://ev-database.org/car/2042/Nissan-Townstar-EV-Passenger,0.158,2.905878,,,,,,,,,284.8101265822785,,6.329113924050633
Nissan,Townstar EV Passenger L2,130,45.0,Lithium-ion,245.0,173,220,13.3,50.0,CCS,1500.0,819.0,7,FWD,N - Passenger Van,4911,1860,1815,small passenger van,https://ev-database.org/car/3084/Nissan-Townstar-EV-Passenger-L2,0.173,2.869515,,,,,,,,,260.1156069364162,,5.780346820809249
Omoda,E5,172,61.0,Lithium-ion,340.0,152,345,7.6,60.0,CCS,1000.0,380.0,5,FWD,JC - Medium,4424,1830,1588,suv,https://ev-database.org/car/3046/Omoda-E5,0.152,2.470134,0.35,8.273984003906252,0.33095936015625005,217.73642115542765,2000.0,235.44,0.0654,43.026315789473685,401.3157894736842,111.24092052083984,6.578947368421053
Opel,Astra Electric,170,50.8,Lithium-ion,270.0,128,320,9.2,85.0,CCS,0.0,352.0,5,FWD,C - Medium,4374,1860,1470,hatchback,https://ev-database.org/car/1792/Opel-Astra-Electric,0.128,2.32407,0.3,6.6726228515625,0.2669049140625,208.51946411132812,1400.0,164.80800000000002,0.04578000000000001,35.76562500000001,396.87499999999994,115.27510558892267,7.8125
Opel,Astra Sports Tourer Electric,170,50.8,Lithium-ion,270.0,123,310,9.3,85.0,CCS,0.0,516.0,5,FWD,C - Medium,4642,1860,1480,station/estate,https://ev-database.org/car/1793/Opel-Astra-Sports-Tourer-Electric,0.123,2.33988,,,,,,,,,413.0081300813008,,8.130081300813009
Opel,Combo-e Life 50 kWh,135,50.0,Lithium-ion,260.0,149,235,11.3,80.0,CCS,750.0,775.0,5,FWD,N - Passenger Van,4410,1921,1812,small passenger van,https://ev-database.org/car/2161/Opel-Combo-e-Life-50-kWh,0.149,2.9587242,,,,,,,,,335.5704697986577,,6.7114093959731544
Opel,Combo-e Life XL 50 kWh,135,50.0,Lithium-ion,260.0,149,230,11.3,80.0,CCS,750.0,1050.0,7,FWD,N - Passenger Van,4760,1921,1818,small passenger van,https://ev-database.org/car/2162/Opel-Combo-e-Life-XL-50-kWh,0.149,2.9685212999999995,,,,,,,,,335.5704697986577,,6.7114093959731544
Opel,Corsa Electric 50 kWh,150,46.3,Lithium-ion,260.0,131,290,8.7,78.0,CCS,0.0,267.0,5,FWD,B - Compact,4061,1765,1435,hatchback,https://ev-database.org/car/1941/Opel-Corsa-Electric-50-kWh,0.131,2.15285875,0.3,6.181059301757812,0.24724237207031247,188.73463516817745,1400.0,164.80800000000002,0.04578000000000001,34.94656488549619,353.43511450381675,109.19235174771018,7.633587786259541
Opel,Corsa Electric 51 kWh,150,48.1,Lithium-ion,260.0,120,315,8.1,80.0,CCS,0.0,267.0,5,FWD,B - Compact,4061,1765,1435,hatchback,https://ev-database.org/car/1942/Opel-Corsa-Electric-51-kWh,0.12,2.15285875,0.3,6.181059301757812,0.24724237207031247,206.03531005859375,1400.0,164.80800000000002,0.04578000000000001,38.150000000000006,400.83333333333337,116.45858251913656,8.333333333333334
Opel,Frontera 44 kWh,140,44.0,Lithium-ion,120.0,144,245,12.1,60.0,CCS,350.0,460.0,5,FWD,JB - Compact,4385,1795,1635,suv,https://ev-database.org/car/2238/Opel-Frontera-44-kWh,0.144,2.49460125,0.35,8.35593973388672,0.33423758935546877,232.10943705240888,2000.0,235.44,0.0654,45.41666666666667,305.5555555555556,80.93627236513566,6.944444444444445
Opel,Grandland 73 kWh,170,73.0,Lithium-ion,260.0,145,365,9.0,90.0,CCS,1200.0,550.0,5,FWD,JC - Medium,4650,1934,1665,suv,https://ev-database.org/car/3037/Opel-Grandland-73-kWh,0.145,2.7370935,0.35,9.168194047851562,0.3667277619140625,252.91569787176726,2000.0,235.44,0.0654,45.10344827586207,503.448275862069,126.48845683301249,6.8965517241379315
Opel,Grandland 82 kWh,170,82.2,Lithium-ion,260.0,146,410,9.0,100.0,CCS,1200.0,550.0,5,FWD,JC - Medium,4650,1934,1665,suv,https://ev-database.org/car/3038/Opel-Grandland-82-kWh,0.146,2.7370935,0.35,9.168194047851562,0.3667277619140625,251.1833985712757,2000.0,235.44,0.0654,44.79452054794521,563.013698630137,142.18310452321586,6.849315068493151
Opel,Mokka Electric,150,50.8,Lithium-ion,260.0,126,285,9.0,85.0,CCS,0.0,310.0,5,FWD,JB - Compact,4151,1790,1534,suv,https://ev-database.org/car/3051/Opel-Mokka-Electric,0.126,2.333981,0.35,7.817924638671876,0.31271698554687505,248.18808376736118,2000.0,235.44,0.0654,51.90476190476191,403.17460317460313,100.7702605872152,7.936507936507937
Opel,Zafira-e Life L2 50 kWh,130,46.3,Lithium-ion,270.0,217,180,13.3,78.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,small passenger van,https://ev-database.org/car/2260/Opel-Zafira-e-Life-L2-50-kWh,0.217,3.0844799999999997,,,,,,,,,213.36405529953916,,4.6082949308755765
Opel,Zafira-e Life L2 75 kWh,130,68.0,Lithium-ion,270.0,202,260,14.2,79.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,small passenger van,https://ev-database.org/car/2262/Opel-Zafira-e-Life-L2-75-kWh,0.202,3.0844799999999997,,,,,,,,,336.63366336633663,,4.9504950495049505
Opel,Zafira-e Life L3 50 kWh,130,46.3,Lithium-ion,270.0,219,180,13.3,78.0,CCS,1000.0,989.0,9,FWD,N - Passenger Van,5333,1920,1890,small passenger van,https://ev-database.org/car/2261/Opel-Zafira-e-Life-L3-50-kWh,0.219,3.0844799999999997,,,,,,,,,211.41552511415523,,4.566210045662101
Opel,Zafira-e Life L3 75 kWh,130,68.0,Lithium-ion,260.0,204,260,14.2,79.0,CCS,1000.0,989.0,9,FWD,N - Passenger Van,5333,1920,1890,small passenger van,https://ev-database.org/car/2263/Opel-Zafira-e-Life-L3-75-kWh,0.204,3.0844799999999997,,,,,,,,,333.33333333333337,,4.901960784313726
Peugeot,e-2008 50 kWh,150,46.3,Lithium-ion,260.0,136,270,9.9,78.0,CCS,0.0,434.0,5,FWD,JB - Compact,4304,1775,1523,suv,https://ev-database.org/car/1946/Peugeot-e-2008-50-kWh,0.136,2.29782625,0.35,7.6968203491210945,0.3078728139648438,226.37706909179687,2000.0,235.44,0.0654,48.088235294117645,340.4411764705882,90.91394382421556,7.352941176470588
Peugeot,e-2008 54 kWh,150,50.8,Lithium-ion,260.0,125,300,9.1,85.0,CCS,0.0,434.0,5,FWD,JB - Compact,4304,1775,1523,suv,https://ev-database.org/car/1947/Peugeot-e-2008-54-kWh,0.125,2.29782625,0.35,7.6968203491210945,0.3078728139648438,246.29825117187502,2000.0,235.44,0.0654,52.32,406.4,101.95218076574463,8.0
Peugeot,e-208 50 kWh,150,46.3,Lithium-ion,260.0,132,290,9.0,78.0,CCS,0.0,265.0,5,FWD,B - Compact,4055,1765,1430,hatchback,https://ev-database.org/car/1948/Peugeot-e-208-50-kWh,0.132,2.1453575,0.3,6.159522509765625,0.24638090039062502,186.652197265625,1400.0,164.80800000000002,0.04578000000000001,34.68181818181819,350.7575757575757,109.156690202611,7.575757575757575
Peugeot,e-208 51 kWh,150,48.1,Lithium-ion,260.0,120,310,8.2,80.0,CCS,0.0,265.0,5,FWD,B - Compact,4055,1765,1430,hatchback,https://ev-database.org/car/1949/Peugeot-e-208-51-kWh,0.12,2.1453575,0.3,6.159522509765625,0.24638090039062502,205.3174169921875,1400.0,164.80800000000002,0.04578000000000001,38.150000000000006,400.83333333333337,116.70199660960874,8.333333333333334
Peugeot,e-3008 73 kWh,170,73.0,Lithium-ion,345.0,143,380,8.8,90.0,CCS,1250.0,588.0,5,FWD,JC - Medium,4542,1895,1641,suv,https://ev-database.org/car/2003/Peugeot-e-3008-73-kWh,0.143,2.64324075,0.35,8.85382399658203,0.35415295986328116,247.659412491805,2000.0,235.44,0.0654,45.73426573426574,510.4895104895105,129.76556023763771,6.993006993006993
Peugeot,e-3008 73 kWh Dual Motor,170,73.0,Lithium-ion,511.0,195,375,6.4,90.0,CCS,1000.0,588.0,5,AWD,JC - Medium,4542,1895,1641,suv,https://ev-database.org/car/2004/Peugeot-e-3008-73-kWh-Dual-Motor,0.195,2.64324075,0.35,8.85382399658203,0.35415295986328116,181.61690249399035,2000.0,235.44,0.0654,33.53846153846154,374.35897435897436,118.78553154514172,5.128205128205128
Peugeot,e-3008 97 kWh Long Range,170,96.9,Lithium-ion,345.0,145,500,8.7,135.0,CCS,1200.0,588.0,5,FWD,JC - Medium,4542,1895,1641,suv,https://ev-database.org/car/2005/Peugeot-e-3008-97-kWh-Long-Range,0.145,2.64324075,0.35,8.85382399658203,0.35415295986328116,244.24342059536633,2000.0,235.44,0.0654,45.10344827586207,668.2758620689656,171.64023021589767,6.8965517241379315
Peugeot,e-308,170,50.8,Lithium-ion,260.0,124,300,9.8,80.0,CCS,0.0,412.0,5,FWD,C - Medium,4367,1852,1441,hatchback,https://ev-database.org/car/1744/Peugeot-e-308,0.124,2.2684222,0.3,6.512852800781249,0.26051411203124997,210.09202583165322,1400.0,164.80800000000002,0.04578000000000001,36.91935483870969,409.67741935483866,118.05878486273748,8.064516129032258
Peugeot,e-308 SW,150,50.8,Lithium-ion,260.0,127,300,10.0,80.0,CCS,1000.0,608.0,5,FWD,C - Medium,4636,1852,1442,station/estate,https://ev-database.org/car/1745/Peugeot-e-308-SW,0.127,2.2699963999999997,,,,,,,,,400.0,,7.874015748031496
Peugeot,e-408 58 kWh,160,58.3,Lithium-ion,345.0,129,375,7.2,70.0,CCS,1000.0,471.0,5,FWD,JD - Large,4687,1859,1478,suv,https://ev-database.org/car/3066/Peugeot-e-408-58-kWh,0.129,2.3354616999999998,0.35,7.822884405273436,0.31291537621093746,242.57005907824606,2000.0,235.44,0.0654,50.697674418604656,451.937984496124,114.91865363008304,7.751937984496124
Peugeot,e-5008 73 kWh,170,73.0,Lithium-ion,345.0,150,370,9.7,90.0,CCS,1000.0,348.0,7,FWD,JD - Large,4791,1895,1694,suv,https://ev-database.org/car/2149/Peugeot-e-5008-73-kWh,0.15,2.7286105,0.35,9.139779311523439,0.36559117246093753,243.72744830729172,2000.0,235.44,0.0654,43.6,486.6666666666667,125.64734794642357,6.666666666666667
Peugeot,e-5008 73 kWh Dual Motor,170,73.0,Lithium-ion,511.0,203,360,7.0,90.0,CCS,1000.0,348.0,7,AWD,JD - Large,4791,1895,1694,suv,https://ev-database.org/car/2150/Peugeot-e-5008-73-kWh-Dual-Motor,0.203,2.7286105,0.35,9.139779311523439,0.36559117246093753,180.09417362607758,2000.0,235.44,0.0654,32.216748768472904,359.60591133004925,115.14355904458242,4.926108374384236
Peugeot,e-5008 97 kWh Long Range,170,96.9,Lithium-ion,345.0,152,485,9.6,135.0,CCS,1000.0,348.0,7,FWD,JD - Large,4791,1895,1694,suv,https://ev-database.org/car/2151/Peugeot-e-5008-97-kWh-Long-Range,0.152,2.7286105,0.35,9.139779311523439,0.36559117246093753,240.52050819798524,2000.0,235.44,0.0654,43.026315789473685,637.5,166.2117791440361,6.578947368421053
Peugeot,e-Rifter M 50 kWh,132,50.0,Lithium-ion,270.0,152,235,11.7,80.0,CCS,750.0,775.0,5,FWD,N - Passenger Van,4403,1921,1818,small passenger van,https://ev-database.org/car/2163/Peugeot-e-Rifter-M-50-kWh,0.152,2.9685212999999995,,,,,,,,,328.94736842105266,,6.578947368421053
Peugeot,e-Rifter XL 50 kWh,132,50.0,Lithium-ion,270.0,153,230,11.7,80.0,CCS,750.0,1050.0,7,FWD,N - Passenger Van,4755,1921,1837,small passenger van,https://ev-database.org/car/2164/Peugeot-e-Rifter-XL-50-kWh,0.153,2.9995454499999994,,,,,,,,,326.79738562091507,,6.5359477124183005
Peugeot,e-Traveller L2 50 kWh,130,46.3,Lithium-ion,270.0,217,180,13.3,78.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,small passenger van,https://ev-database.org/car/2256/Peugeot-e-Traveller-L2-50-kWh,0.217,3.0844799999999997,,,,,,,,,213.36405529953916,,4.6082949308755765
Peugeot,e-Traveller L2 75 kWh,130,68.0,Lithium-ion,270.0,202,260,14.2,79.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,small passenger van,https://ev-database.org/car/2258/Peugeot-e-Traveller-L2-75-kWh,0.202,3.0844799999999997,,,,,,,,,336.63366336633663,,4.9504950495049505
Peugeot,e-Traveller L3 50 kWh,130,46.3,Lithium-ion,270.0,219,180,13.3,78.0,CCS,1000.0,989.0,9,FWD,N - Passenger Van,5333,1920,1890,small passenger van,https://ev-database.org/car/2257/Peugeot-e-Traveller-L3-50-kWh,0.219,3.0844799999999997,,,,,,,,,211.41552511415523,,4.566210045662101
Peugeot,e-Traveller L3 75 kWh,130,68.0,Lithium-ion,270.0,204,260,14.2,79.0,CCS,1000.0,989.0,9,FWD,N - Passenger Van,5333,1920,1890,small passenger van,https://ev-database.org/car/2259/Peugeot-e-Traveller-L3-75-kWh,0.204,3.0844799999999997,,,,,,,,,333.33333333333337,,4.901960784313726
Polestar,2 Long Range Dual Motor (MY26),205,79.0,Lithium-ion,740.0,142,455,4.5,125.0,CCS,1500.0,407.0,5,AWD,D - Large,4606,1859,1479,liftback sedan,https://ev-database.org/car/3152/Polestar-2-Long-Range-Dual-Motor,0.142,2.33704185,,,,,,,,,556.3380281690141,,7.042253521126761
Polestar,2 Long Range Performance (MY26),205,79.0,Lithium-ion,740.0,142,450,4.2,125.0,CCS,1500.0,407.0,5,AWD,D - Large,4606,1859,1473,liftback sedan,https://ev-database.org/car/3153/Polestar-2-Long-Range-Performance,0.142,2.3275609499999996,,,,,,,,,556.3380281690141,,7.042253521126761
Polestar,2 Long Range Single Motor (MY26),205,79.0,Lithium-ion,490.0,130,475,6.2,125.0,CCS,1500.0,407.0,5,RWD,D - Large,4606,1859,1479,liftback sedan,https://ev-database.org/car/3151/Polestar-2-Long-Range-Single-Motor,0.13,2.33704185,,,,,,,,,607.6923076923076,,7.692307692307692
Polestar,2 Standard Range Single Motor (MY26),205,67.0,Lithium-ion,490.0,129,405,6.4,110.0,CCS,1500.0,407.0,5,RWD,D - Large,4606,1859,1479,liftback sedan,https://ev-database.org/car/3150/Polestar-2-Standard-Range-Single-Motor,0.129,2.33704185,,,,,,,,,519.3798449612403,,7.751937984496124
Polestar,3 Long Range Dual motor,210,107.0,Lithium-ion,840.0,183,515,5.0,150.0,CCS,2200.0,484.0,5,AWD,JE - Executive,4900,1968,1614,suv,https://ev-database.org/car/1758/Polestar-3-Long-Range-Dual-motor,0.183,2.6998991999999995,0.35,9.043607671875,0.361744306875,197.67448463114755,2000.0,235.44,0.0654,35.73770491803279,584.6994535519126,175.3683494123318,5.46448087431694
Polestar,3 Long Range Performance,210,107.0,Lithium-ion,910.0,194,495,4.7,150.0,CCS,2200.0,484.0,5,AWD,JE - Executive,4900,1968,1614,suv,https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance,0.194,2.6998991999999995,0.35,9.043607671875,0.361744306875,186.46613756443298,2000.0,235.44,0.0654,33.71134020618556,551.5463917525773,172.26270741870107,5.154639175257731
Polestar,3 Long Range Single motor,180,107.0,Lithium-ion,490.0,166,530,7.8,150.0,CCS,1500.0,484.0,5,RWD,JE - Executive,4900,1968,1614,suv,https://ev-database.org/car/2229/Polestar-3-Long-Range-Single-motor,0.166,2.6998991999999995,0.35,9.043607671875,0.361744306875,217.9182571536144,2000.0,235.44,0.0654,39.397590361445786,644.578313253012,180.39454945413362,6.024096385542168
Polestar,4 Long Range Dual Motor,200,94.0,Lithium-ion,686.0,165,485,3.8,135.0,CCS,2000.0,526.0,5,AWD,E - Executive,4839,2008,1544,liftback sedan,https://ev-database.org/car/1842/Polestar-4-Long-Range-Dual-Motor,0.165,2.6352991999999995,,,,,,,,,569.6969696969696,,6.0606060606060606
Polestar,4 Long Range Single Motor,180,94.0,Lithium-ion,343.0,157,495,7.4,135.0,CCS,1500.0,526.0,5,RWD,E - Executive,4839,2008,1544,liftback sedan,https://ev-database.org/car/1841/Polestar-4-Long-Range-Single-Motor,0.157,2.6352991999999995,,,,,,,,,598.7261146496816,,6.369426751592357
Porsche,Macan 4 Electric,220,95.0,Lithium-ion,650.0,184,470,5.2,200.0,CCS,2000.0,540.0,5,AWD,JD - Large,4784,1938,1622,suv,https://ev-database.org/car/2084/Porsche-Macan-4-Electric,0.184,2.6719206,0.35,8.949890291015624,0.35799561164062493,194.56283241338312,2000.0,235.44,0.0654,35.54347826086956,516.304347826087,156.40547639683678,5.434782608695652
Porsche,Macan 4S Electric,240,95.0,Lithium-ion,820.0,186,470,4.1,200.0,CCS,2000.0,540.0,5,AWD,JD - Large,4784,1938,1622,suv,https://ev-database.org/car/2244/Porsche-Macan-4S-Electric,0.186,2.6719206,0.35,8.949890291015624,0.35799561164062493,192.47075894657254,2000.0,235.44,0.0654,35.16129032258065,510.752688172043,155.89216296494067,5.376344086021505
Porsche,Macan Electric,220,95.0,Lithium-ion,563.0,177,495,5.7,200.0,CCS,2000.0,540.0,5,RWD,JD - Large,4784,1938,1623,suv,https://ev-database.org/car/2083/Porsche-Macan-Electric,0.177,2.6735678999999997,0.35,8.955408102539062,0.35821632410156246,202.38210401218217,2000.0,235.44,0.0654,36.94915254237288,536.723163841808,158.1708591455729,5.649717514124294
Porsche,Macan Turbo Electric,260,95.0,Lithium-ion,1001.0,183,460,3.3,200.0,CCS,2000.0,480.0,5,AWD,JD - Large,4784,1938,1621,suv,https://ev-database.org/car/2085/Porsche-Macan-Turbo-Electric,0.183,2.6702733,0.35,8.944372479492188,0.3577748991796875,195.5054093878074,2000.0,235.44,0.0654,35.73770491803279,519.1256830601093,156.72044508698684,5.46448087431694
Porsche,Taycan,230,82.3,Lithium-ion,410.0,164,495,4.8,195.0,CCS,0.0,407.0,5,RWD,F - Luxury,4963,1966,1379,sedan,https://ev-database.org/car/2098/Porsche-Taycan,0.164,2.3044469,0.28,6.175197552343751,0.24700790209375004,150.61457444740856,1600.0,188.352,0.05232,31.90243902439024,501.8292682926829,177.627981453505,6.097560975609756
Porsche,Taycan 4,230,82.3,Lithium-ion,585.0,172,490,4.6,195.0,CCS,0.0,407.0,5,AWD,F - Luxury,4963,1966,1379,sedan,https://ev-database.org/car/3060/Porsche-Taycan-4,0.172,2.3044469,0.28,6.175197552343751,0.24700790209375004,143.60924540334307,1600.0,188.352,0.05232,30.418604651162795,478.48837209302326,174.61304462223418,5.813953488372094
Porsche,Taycan 4 Cross Turismo,220,97.0,Lithium-ion,610.0,188,510,4.7,281.0,CCS,0.0,446.0,5,AWD,F - Luxury,4974,1967,1409,station/estate,https://ev-database.org/car/2110/Porsche-Taycan-4-Cross-Turismo,0.188,2.3557775499999996,,,,,,,,,515.9574468085107,,5.319148936170213
Porsche,Taycan 4 Plus,230,97.0,Lithium-ion,610.0,175,565,4.6,281.0,CCS,0.0,407.0,5,AWD,F - Luxury,4963,1966,1379,sedan,https://ev-database.org/car/3061/Porsche-Taycan-4-Plus,0.175,2.3044469,0.28,6.175197552343751,0.24700790209375004,141.14737262500003,1600.0,188.352,0.05232,29.897142857142857,554.2857142857143,204.4998819842315,5.714285714285714
Porsche,Taycan 4S,250,82.3,Lithium-ion,695.0,174,490,3.7,195.0,CCS,0.0,407.0,5,AWD,F - Luxury,4963,1966,1379,sedan,https://ev-database.org/car/2100/Porsche-Taycan-4S,0.174,2.3044469,0.28,6.175197552343751,0.24700790209375004,141.95856442169543,1600.0,188.352,0.05232,30.06896551724138,472.98850574712645,173.87523455927428,5.74712643678161
Porsche,Taycan 4S Cross Turismo,240,97.0,Lithium-ion,710.0,188,510,3.8,281.0,CCS,0.0,446.0,5,AWD,F - Luxury,4974,1967,1409,station/estate,https://ev-database.org/car/2111/Porsche-Taycan-4S-Cross-Turismo,0.188,2.3557775499999996,,,,,,,,,515.9574468085107,,5.319148936170213
Porsche,Taycan 4S Plus,250,97.0,Lithium-ion,710.0,177,565,3.7,281.0,CCS,0.0,407.0,5,AWD,F - Luxury,4963,1966,1379,sedan,https://ev-database.org/car/2101/Porsche-Taycan-4S-Plus,0.177,2.3044469,0.28,6.175197552343751,0.24700790209375004,139.55248705861584,1600.0,188.352,0.05232,29.559322033898304,548.0225988700565,203.64123028196786,5.649717514124294
Porsche,Taycan 4S Plus Sport Turismo,250,97.0,Lithium-ion,710.0,186,510,3.7,281.0,CCS,0.0,446.0,5,AWD,F - Luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2107/Porsche-Taycan-4S-Plus-Sport-Turismo,0.186,2.322829,,,,,,,,,521.505376344086,,5.376344086021505
Porsche,Taycan 4S Sport Turismo,250,82.3,Lithium-ion,695.0,183,440,3.7,195.0,CCS,0.0,446.0,5,AWD,F - Luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2106/Porsche-Taycan-4S-Sport-Turismo,0.183,2.322829,,,,,,,,,449.72677595628414,,5.46448087431694
Porsche,Taycan GTS,250,97.0,Lithium-ion,790.0,176,535,3.3,281.0,CCS,0.0,366.0,5,AWD,F - Luxury,4963,1966,1381,sedan,https://ev-database.org/car/3062/Porsche-Taycan-GTS,0.176,2.3077891,0.28,6.1841536039062515,0.24736614415625005,140.54894554332392,1600.0,188.352,0.05232,29.72727272727273,551.1363636363636,203.9159668441764,5.6818181818181825
Porsche,Taycan GTS Sport Turismo,250,97.0,Lithium-ion,790.0,185,505,3.3,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4963,1966,1392,station/estate,https://ev-database.org/car/3063/Porsche-Taycan-GTS-Sport-Turismo,0.185,2.3261711999999997,,,,,,,,,524.3243243243244,,5.405405405405405
Porsche,Taycan Plus,230,97.0,Lithium-ion,420.0,168,575,4.8,281.0,CCS,0.0,407.0,5,RWD,F - Luxury,4963,1966,1379,sedan,https://ev-database.org/car/2099/Porsche-Taycan-Plus,0.168,2.3044469,0.28,6.175197552343751,0.24700790209375004,147.0285131510417,1600.0,188.352,0.05232,31.14285714285714,577.3809523809523,207.5630399242478,5.952380952380952
Porsche,Taycan Plus Sport Turismo,230,97.0,Lithium-ion,420.0,176,530,4.8,281.0,CCS,0.0,446.0,5,RWD,F - Luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2105/Porsche-Taycan-Plus-Sport-Turismo,0.176,2.322829,,,,,,,,,551.1363636363636,,5.6818181818181825
Porsche,Taycan Sport Turismo,230,82.3,Lithium-ion,410.0,173,460,4.8,195.0,CCS,0.0,446.0,5,RWD,F - Luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2104/Porsche-Taycan-Sport-Turismo,0.173,2.322829,,,,,,,,,475.7225433526012,,5.780346820809249
Porsche,Taycan Turbo,260,97.0,Lithium-ion,940.0,174,535,2.7,281.0,CCS,0.0,366.0,5,AWD,F - Luxury,4963,1966,1379,sedan,https://ev-database.org/car/2102/Porsche-Taycan-Turbo,0.174,2.3044469,0.28,6.175197552343751,0.24700790209375004,141.95856442169543,1600.0,188.352,0.05232,30.06896551724138,557.4712643678162,204.93192894592474,5.74712643678161
Porsche,Taycan Turbo Cross Turismo,250,97.0,Lithium-ion,940.0,188,495,2.8,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4974,1967,1412,station/estate,https://ev-database.org/car/2112/Porsche-Taycan-Turbo-Cross-Turismo,0.188,2.3607934,,,,,,,,,515.9574468085107,,5.319148936170213
Porsche,Taycan Turbo GT,290,97.0,Lithium-ion,1340.0,184,475,2.3,281.0,CCS,0.0,326.0,5,AWD,F - Luxury,4968,1966,1378,sedan,https://ev-database.org/car/2144/Porsche-Taycan-Turbo-GT,0.184,2.3027757999999996,0.28,6.1707195265625,0.2468287810625,134.14607666440216,1600.0,188.352,0.05232,28.434782608695652,527.1739130434783,200.7663142328245,5.434782608695652
Porsche,Taycan Turbo GT Weissach,305,97.0,Lithium-ion,1340.0,180,475,2.2,281.0,CCS,0.0,367.0,2,AWD,F - Luxury,4968,1966,1378,sedan,https://ev-database.org/car/2145/Porsche-Taycan-Turbo-GT-Weissach,0.18,2.3027757999999996,0.28,6.1707195265625,0.2468287810625,137.1271005902778,1600.0,188.352,0.05232,29.06666666666667,538.8888888888889,202.44233906826398,5.555555555555555
Porsche,Taycan Turbo S,260,97.0,Lithium-ion,1110.0,174,525,2.4,281.0,CCS,0.0,366.0,5,AWD,F - Luxury,4963,1966,1378,sedan,https://ev-database.org/car/2103/Porsche-Taycan-Turbo-S,0.174,2.3027757999999996,0.28,6.1707195265625,0.2468287810625,141.85562130028737,1600.0,188.352,0.05232,30.06896551724138,557.4712643678162,205.00951050149047,5.74712643678161
Porsche,Taycan Turbo S Cross Turismo,250,97.0,Lithium-ion,1110.0,188,485,2.5,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4974,1967,1407,station/estate,https://ev-database.org/car/2113/Porsche-Taycan-Turbo-S-Cross-Turismo,0.188,2.3524336499999996,,,,,,,,,515.9574468085107,,5.319148936170213
Porsche,Taycan Turbo S Sport Turismo,260,97.0,Lithium-ion,1110.0,183,505,2.4,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4963,1966,1388,station/estate,https://ev-database.org/car/2109/Porsche-Taycan-Turbo-S-Sport-Turismo,0.183,2.3194867999999995,,,,,,,,,530.0546448087432,,5.46448087431694
Porsche,Taycan Turbo Sport Turismo,260,97.0,Lithium-ion,940.0,184,505,2.7,281.0,CCS,0.0,405.0,5,AWD,F - Luxury,4963,1966,1392,station/estate,https://ev-database.org/car/2108/Porsche-Taycan-Turbo-Sport-Turismo,0.184,2.3261711999999997,,,,,,,,,527.1739130434783,,5.434782608695652
